,black-single-loss-train,black-single-loss-val,black-bundle-loss-train,black-bundle-loss-val
0,0.35705000162124634,0.1530359536409378,0.346881240606308,0.15698955953121185
1,0.3236426115036011,0.21462519466876984,0.3204796314239502,0.10216466337442398
2,0.3201393485069275,0.06427764147520065,0.3181271255016327,0.0750763788819313
3,0.3140478432178497,0.09013716131448746,0.316362738609314,0.13015468418598175
4,0.3152179419994354,0.0661226436495781,0.3160782754421234,0.1129375770688057
5,0.315017968416214,0.06670058518648148,0.3146577477455139,0.07290956377983092
6,0.3128742873668671,0.07690788060426712,0.3152705430984497,0.1847922205924988
7,0.310920923948288,0.1604330688714981,0.31403881311416626,0.13223975896835327
8,0.311068058013916,0.05637640506029129,0.31470784544944763,0.3860649466514587
9,0.31350791454315186,0.08385013788938522,0.31412360072135925,0.20843207836151126
10,0.2940683364868164,0.09244135767221452,0.2991602718830109,0.09316413104534148
11,0.29204505681991577,0.0778663381934166,0.29596081376075745,0.2563639581203461
12,0.290964275598526,0.0689769759774208,0.2943032383918762,0.09267184138298036
13,0.2879906892776489,0.1382823884487152,0.2936186492443085,0.07789398729801178
14,0.2891576886177063,0.13800948858261108,0.2940729856491089,0.14509287476539612
15,0.2892316877841949,0.06793443113565445,0.29240867495536804,0.074213407933712
16,0.28943783044815063,0.14726315438747406,0.2938120365142822,0.09526582062244417
17,0.290181040763855,0.07986120134592056,0.29151275753974915,0.05530573055148125
18,0.2847069799900055,0.05660654231905937,0.2907920777797699,0.07171152532100677
19,0.2873300611972809,0.0796869695186615,0.2899329364299774,0.0801536813378334
20,0.27360066771507263,0.1067848801612854,0.2765622437000275,0.08097367733716965
21,0.2706426978111267,0.08765341341495514,0.2739916741847992,0.09204496443271636
22,0.27143537998199463,0.15057210624217987,0.27508729696273804,0.12336549907922745
23,0.27170541882514954,0.18182729184627533,0.27442777156829834,0.0692501962184906
24,0.27099451422691345,0.13229937851428986,0.2722286880016327,0.1229635402560234
25,0.2718880474567413,0.11004406958818436,0.27140095829963684,0.07520587742328644
26,0.27047112584114075,0.11118178814649582,0.2720794677734375,0.10475488752126694
27,0.270034521818161,0.08061666786670685,0.2715332508087158,0.16990119218826294
28,0.27003905177116394,0.0806732028722763,0.27126964926719666,0.15075679123401642
29,0.2688124179840088,0.0775962844491005,0.2713611423969269,0.2217230647802353
30,0.2583064436912537,0.09476317465305327,0.2602750658988953,0.08375892788171768
31,0.25835850834846497,0.07784266769886017,0.2596750557422638,0.09329695999622344
32,0.26000046730041504,0.0791194811463356,0.2599267661571503,0.06553942710161209
33,0.2586728036403656,0.0715271383523941,0.2598227560520172,0.1167994886636734
34,0.2578151822090149,0.08686169236898422,0.2596423923969269,0.1313808113336563
35,0.2568568289279938,0.07850353419780731,0.2584151029586792,0.06885272264480591
36,0.2584477961063385,0.06915349513292313,0.2597997486591339,0.07385636866092682
37,0.25637876987457275,0.08119765669107437,0.25881555676460266,0.2101280242204666
38,0.2575883865356445,0.13951024413108826,0.25903165340423584,0.14783141016960144
39,0.2563959360122681,0.12038888037204742,0.2588324546813965,0.07235771417617798
40,0.24960431456565854,0.07762087881565094,0.2539190649986267,0.12861570715904236
41,0.2492087185382843,0.08303090929985046,0.25192058086395264,0.0881035327911377
42,0.24872364103794095,0.0792764350771904,0.251646101474762,0.09528288245201112
43,0.2484569251537323,0.09315196424722673,0.25155141949653625,0.06791273504495621
44,0.2477925717830658,0.05773840844631195,0.2514929473400116,0.11572539061307907
45,0.24765117466449735,0.0899806022644043,0.2510863244533539,0.14886419475078586
46,0.24745798110961914,0.10289859026670456,0.2507692873477936,0.06370816379785538
47,0.2473748177289963,0.08130908757448196,0.2515037953853607,0.08127575367689133
48,0.2477897703647613,0.08979453891515732,0.2502862811088562,0.09132140129804613
49,0.2476021647453308,0.0859818160533905,0.2499862164258957,0.10162876546382904
50,0.2417685985565185,0.09600707143545152,0.2469483017921448,0.09353797882795334
51,0.2418306618928909,0.08994540572166443,0.24584341049194336,0.08418318629264833
52,0.24195101857185364,0.10214978456497192,0.24692492187023166,0.08064592629671098
53,0.2420150190591812,0.07616420835256578,0.24611078202724454,0.0781259760260582
54,0.24138396978378296,0.10846184939146042,0.2453039884567261,0.09934212267398834
55,0.2423239648342133,0.08334466814994812,0.2458532303571701,0.13127140700817108
56,0.2414876967668533,0.07972776144742966,0.2455706149339676,0.09391637146472932
57,0.2416137605905533,0.0777420625090599,0.244978740811348,0.08727292716503142
58,0.24092760682106015,0.09466082602739334,0.2451594471931457,0.06493579596281053
59,0.2404229491949081,0.06949685513973236,0.2446475774049759,0.11725369095802307
60,0.23761074244976044,0.08577536046504974,0.2415334135293961,0.0965532809495926
61,0.23816493153572085,0.08011122047901154,0.24201057851314545,0.09281574934720993
62,0.2376114279031753,0.09761694073677064,0.24119681119918826,0.09410373866558076
63,0.23715469241142276,0.0950898379087448,0.2410273551940918,0.10421696305274963
64,0.2373020797967911,0.08061197400093079,0.24069499969482425,0.08723796159029007
65,0.23650501668453214,0.07784847170114517,0.24056950211524966,0.08882787823677063
66,0.23717381060123446,0.07520179450511932,0.2412913143634796,0.08855348825454712
67,0.23686401546001434,0.07893586158752441,0.2400217205286026,0.08875134587287903
68,0.2366001009941101,0.08372558653354645,0.2403425723314285,0.09939386695623398
69,0.235698401927948,0.062486842274665826,0.239339217543602,0.09410233795642853
70,0.2352216988801956,0.07545936107635498,0.2376978844404221,0.09068199247121812
71,0.2349599599838257,0.07682222872972487,0.2364364564418793,0.09197066724300383
72,0.2354736328125,0.07310617715120317,0.2379642724990845,0.08684398233890532
73,0.2344716787338257,0.07636377960443498,0.2368212789297104,0.09186290949583054
74,0.23500750958919525,0.07562682777643204,0.2365395277738571,0.10636109113693236
75,0.2344628870487213,0.07252596318721771,0.2370253354310989,0.0941646471619606
76,0.2352613210678101,0.08280429244041443,0.23573081195354464,0.08978874981403351
77,0.2330775260925293,0.0820368081331253,0.23560042679309845,0.09053199738264084
78,0.2333104610443115,0.07432466000318527,0.2360300421714783,0.09169667959213257
79,0.23432014882564545,0.07431871443986893,0.235505685210228,0.11110597103834152
80,0.23258505761623385,0.08035490661859512,0.23374447226524356,0.09284598380327223
81,0.233514204621315,0.08158078044652939,0.2335934638977051,0.08866509795188904
82,0.23273137211799624,0.07403310388326645,0.2338966429233551,0.08632422983646393
83,0.2332964688539505,0.073822021484375,0.23405000567436215,0.09440718591213226
84,0.2323605418205261,0.0790216401219368,0.2341349273920059,0.09451787173748016
85,0.2324991524219513,0.07538823783397675,0.2343737483024597,0.0962061882019043
86,0.23282936215400696,0.07409019768238068,0.2340938895940781,0.09716937690973282
87,0.2328771948814392,0.08174063265323639,0.23410028219223025,0.099304661154747
88,0.23245880007743835,0.08852433413267136,0.23416143655776975,0.1023930162191391
89,0.2323105037212372,0.07420732825994493,0.2340381294488907,0.10429836064577104
90,0.23194579780101776,0.07568959891796112,0.23311783373355865,0.0978541448712349
91,0.2325387746095657,0.07422677427530289,0.23345649242401126,0.09615253657102583
92,0.23222993314266205,0.07600075751543045,0.23366527259349826,0.09661205857992172
93,0.23269400000572205,0.07582533359527588,0.23277582228183746,0.09433604031801224
94,0.2328599840402603,0.0746508315205574,0.2327517718076706,0.09251110255718233
95,0.2321737110614777,0.0693749189376831,0.23275548219680786,0.09238185733556747
96,0.2318786084651947,0.07718709856271744,0.2334817200899124,0.10010255128145218
97,0.2321465909481049,0.08064407855272293,0.2320564389228821,0.0913807526230812
98,0.23171284794807434,0.07350055128335953,0.2324976474046707,0.10076134651899338
99,0.2321953922510147,0.0762631744146347,0.2321971356868744,0.10060369968414308
100,0.2318449318408966,0.07704133540391922,0.2332780659198761,0.09114034473896028
101,0.2308704555034637,0.07884331047534943,0.2327079176902771,0.09558796882629396
102,0.2309916466474533,0.07450886070728302,0.2320885956287384,0.09761372953653336
103,0.23145727813243866,0.07727647572755814,0.2318404316902161,0.0925443172454834
104,0.2313564717769623,0.07456429302692412,0.2323133945465088,0.0961117297410965
105,0.231094092130661,0.07160133123397827,0.2321348041296005,0.10073037445545197
106,0.23113736510276794,0.07761652767658234,0.23154814541339874,0.097603939473629
107,0.2316114902496338,0.07455883920192719,0.2324323058128357,0.09151417762041092
108,0.2312981188297272,0.08013178408145905,0.23215003311634064,0.09339670091867447
109,0.2312504202127457,0.07758836448192596,0.2315506935119629,0.09125085175037384
110,0.23141929507255554,0.07499004900455475,0.2313501983880997,0.09657911211252213
