,white-single-loss-train,white-single-loss-val,white-bundle-loss-train,white-bundle-loss-val
0,0.4963478446006775,0.35099533200263977,0.4450597763061523,0.1586311161518097
1,0.43725439906120295,0.25500214099884033,0.4031651616096497,0.3970077335834503
2,0.4338831901550293,0.3763457834720612,0.39077475666999817,0.2423926293849945
3,0.4303796887397766,0.4830313622951508,0.3845164775848389,0.1896054744720459
4,0.4289405643939972,0.3892726302146912,0.3870033919811249,0.2358022779226303
5,0.4329746961593628,0.2827054560184479,0.3875749707221985,0.3527021110057831
6,0.4289288222789765,0.5561490058898926,0.3777129948139191,0.44020015001297
7,0.4258895218372345,0.30374234914779663,0.3775039613246918,1.1179990768432615
8,0.42749369144439703,0.3903597593307495,0.3798512518405914,0.2723599970340729
9,0.3791825175285339,0.2839265167713165,0.33430227637290955,0.2097816467285156
10,0.3738088011741638,0.31070494651794434,0.329495370388031,0.21964669227600095
11,0.3737286031246185,0.39543771743774414,0.3290621340274811,0.2117045819759369
12,0.3714510798454285,0.2711097598075867,0.3288692533969879,0.2214846760034561
13,0.37169498205184937,0.32369861006736755,0.3283527493476868,0.1997245103120804
14,0.37142255902290333,0.3609389960765839,0.325379490852356,0.1619945466518402
15,0.3679868876934052,0.5864123106002808,0.3274476230144501,0.2114838659763336
16,0.366323322057724,0.22702741622924805,0.3259769380092621,0.1669120341539383
17,0.3686504662036896,0.2637954354286194,0.32318148016929626,0.3205175697803497
18,0.3673743307590485,0.2151373624801636,0.32108965516090393,0.15858818590641022
19,0.3339465856552124,0.22679416835308075,0.2916594445705414,0.24391062557697296
20,0.3317185044288635,0.23747435212135315,0.28698721528053284,0.1900501251220703
21,0.32949644327163696,0.2691572904586792,0.2850288152694702,0.17561447620391846
22,0.3309110701084137,0.2309984117746353,0.2851729393005371,0.16860638558864596
23,0.3262271285057068,0.17162807285785675,0.2861649990081787,0.2147807329893112
24,0.327286034822464,0.3161620795726776,0.2826194167137146,0.17094318568706512
25,0.327368825674057,0.21771737933158875,0.28394728899002075,0.1816744953393936
26,0.32611197233200073,0.24490351974964145,0.2819543778896332,0.2518945336341858
27,0.3236537277698517,0.18050381541252136,0.2805992364883423,0.16334712505340576
28,0.3240354359149933,0.1751575767993927,0.2797693908214569,0.20784181356430054
29,0.3017035722732544,0.2473534643650055,0.25745639204978943,0.15361639857292175
30,0.30009281635284424,0.17514389753341675,0.2559998631477356,0.1597994714975357
31,0.2994856536388397,0.17082904279232025,0.25524282455444336,0.22164374589920044
32,0.3005025088787079,0.20933447778224945,0.2537684440612793,0.1356019377708435
33,0.2998729944229126,0.2052233964204788,0.2548988461494446,0.20472212135791776
34,0.2990073561668396,0.3287839889526367,0.2540455758571625,0.15325871109962466
35,0.2980879545211792,0.2028765082359314,0.2530012428760529,0.17396318912506106
36,0.2981796562671661,0.27875587344169617,0.2534759342670441,0.2380240261554718
37,0.29542624950408936,0.25171321630477905,0.25241175293922424,0.1613721251487732
38,0.29555851221084595,0.2124993056058884,0.2529592514038086,0.15375690162181854
39,0.28182315826416016,0.2011215537786484,0.23813028633594516,0.13972234725952148
40,0.2813720405101776,0.19372840225696564,0.23698653280735016,0.16958557069301605
41,0.2795204818248749,0.19272702932357788,0.2373658269643784,0.14864961802959442
42,0.27780526876449585,0.16930915415287018,0.2366040647029877,0.1664971113204956
43,0.27752697467803955,0.1988929808139801,0.2367261052131653,0.14416775107383728
44,0.2782895565032959,0.1759466528892517,0.23614172637462616,0.17042683064937592
45,0.2758564651012421,0.17599980533123016,0.2360640913248062,0.17267312109470367
46,0.2768639326095581,0.2177959829568863,0.23600150644779205,0.15231037139892578
47,0.2763446867465973,0.19547012448310846,0.2353492826223373,0.13817265629768372
48,0.27566084265708923,0.2004932463169098,0.23545096814632416,0.15451131761074066
49,0.26664528250694275,0.1927810460329056,0.22734488546848294,0.1432923823595047
50,0.2654509246349335,0.2181970179080963,0.22492696344852448,0.14211218059062958
51,0.2655412554740906,0.1979574263095856,0.2260342836380005,0.13776730000972748
52,0.2645670771598816,0.1793115735054016,0.2257828414440155,0.14290601015090942
53,0.2637796401977539,0.16710679233074188,0.22420170903205872,0.14278407394886014
54,0.2635696828365326,0.1714118719100952,0.2243453711271286,0.17516452074050906
55,0.2633579969406128,0.16330040991306305,0.2251216620206833,0.15400582551956174
56,0.26431629061698914,0.1859310418367386,0.224103644490242,0.13854852318763733
57,0.2632639408111572,0.19067350029945374,0.22464287281036374,0.14894862473011014
58,0.26297274231910706,0.1722196489572525,0.22447705268859866,0.1461639404296875
59,0.2581195533275604,0.1917690634727478,0.2194882333278656,0.14512458443641665
60,0.2566263973712921,0.178951233625412,0.2182691991329193,0.14545558393001554
61,0.255458801984787,0.1904800981283188,0.21897467970848086,0.14801542460918427
62,0.2562102973461151,0.1758662909269333,0.21823495626449585,0.16408872604370114
63,0.2552706301212311,0.16268669068813324,0.2181810736656189,0.14420941472053528
64,0.2560337781906128,0.1713794618844986,0.2184172123670578,0.16076083481311798
65,0.2553711831569672,0.1622159779071808,0.21725766360759732,0.1557679921388626
66,0.2557229995727539,0.18190471827983856,0.21741069853305814,0.1517227590084076
67,0.2546764314174652,0.1804780960083008,0.21774722635746,0.14982870221138
68,0.2560153603553772,0.17931485176086426,0.21751020848751068,0.16248558461666107
69,0.2518182992935181,0.1805700808763504,0.21495190262794492,0.14572469890117645
70,0.2518177926540375,0.17641842365264893,0.2139047235250473,0.1557261347770691
71,0.252608984708786,0.16703912615776062,0.21454663574695587,0.15060129761695862
72,0.2518405914306641,0.1743285059928894,0.21418282389640808,0.15566058456897736
73,0.2510992586612701,0.19116869568824768,0.21432216465473172,0.15231214463710785
74,0.2513959109783173,0.1791418194770813,0.21371448040008545,0.1458076536655426
75,0.2509848177433014,0.17484433948993686,0.21414926648139954,0.1496696025133133
76,0.2508254051208496,0.16506199538707733,0.2134886384010315,0.16020944714546204
77,0.25124773383140564,0.19403930008411407,0.21380385756492612,0.14887286722660065
