Wall time,Step,Val,Train,Val,Train
1557692786,110,24.16603661,7.067774773,0.217802867,0.021022921
1557692839,111,30.86855698,6.919787407,0.372062296,0.020528752
1557692891,112,32.27124023,6.914362907,0.371393085,0.020283869
1557692944,113,25.20460129,6.740633488,0.24097991,0.019465197
1557692998,114,21.88614273,6.665736675,0.198182672,0.018919162
1557693052,115,24.28322983,6.495637417,0.225819156,0.017863696
1557693106,116,28.20470238,6.389373779,0.299190015,0.017782757
1557693161,117,25.51101303,6.411942959,0.250965863,0.017508823
1557693214,118,23.86260414,6.534807205,0.22912544,0.01889234
1557693267,119,24.58371925,6.305541039,0.230069622,0.016492629
1557693319,120,21.80271912,6.198018551,0.178103775,0.01668584
1557693373,121,22.81660652,6.198722839,0.204130545,0.016080195
1557693427,122,23.2769413,6.147267342,0.206771672,0.016257571
1557693480,123,19.20281792,5.872764587,0.147618651,0.015228134
1557693534,124,24.00058937,6.106239319,0.221647441,0.015929857
1557693586,125,24.40777206,5.964365005,0.23601,0.015452513
1557693640,126,26.11464119,6.059891701,0.268015683,0.015576901
1557693694,127,21.6050148,6.132258892,0.186263651,0.01615526
1557693748,128,25.53249168,5.830925941,0.244431242,0.014684419
1557693801,129,21.06415176,5.824872494,0.191889971,0.014148032
1557693853,130,25.32189751,5.860823631,0.254670382,0.014420557
1557693905,131,25.66551018,5.812845707,0.254911125,0.014652998
1557693959,132,26.89833069,6.069292068,0.271297693,0.015822995
1557694012,133,23.48020554,5.70676136,0.219680786,0.01368152
1557694066,134,22.1308918,5.716515064,0.194021687,0.014309063
1557694118,135,22.25599098,5.737801075,0.190603599,0.013795994
1557694170,136,23.77049828,5.64206171,0.222563744,0.013482341
1557694223,137,26.92061234,5.80141449,0.276553839,0.014135908
1557694275,138,22.68447304,5.829089642,0.209332868,0.014602629
1557694329,139,24.68370438,5.60215044,0.239948034,0.013375
1557694383,140,25.9945488,5.624413013,0.247561395,0.013491341
1557694436,141,23.19796753,5.752178669,0.21723114,0.014276224
1557694489,142,23.94707489,5.372038364,0.216902405,0.012366949
1557694542,143,23.20730972,5.713112354,0.214121491,0.014330247
1557694596,144,24.47542953,5.524018288,0.236060724,0.012781627
1557694648,145,22.30614281,5.693397999,0.181201696,0.014121691
1557694702,146,25.89722824,5.636523247,0.256641895,0.014113832
1557694756,147,31.34495735,5.493565083,0.35196811,0.01287794
1557694809,148,26.4779911,5.411075592,0.264398903,0.012375089
1557694861,149,22.70157242,5.628673553,0.198511049,0.01395647
1557694913,150,25.01521873,5.512751579,0.235301957,0.013239381
1557694968,151,22.70233154,5.447036266,0.197173506,0.01247218
1557695021,152,21.07004738,5.638275146,0.174718887,0.013233017
1557695074,153,23.41331482,5.528118134,0.205309644,0.013168398
1557695126,154,27.3428688,5.300367832,0.283074588,0.012182493
1557695180,155,23.06363487,5.599343777,0.210765734,0.013645235
1557695232,156,28.93458939,5.419707775,0.309797466,0.012701984
1557695285,157,27.94070816,5.363992214,0.28742075,0.012395436
1557695339,158,26.52603722,5.732766151,0.267505795,0.014674297
1557695391,159,22.81205559,5.366373062,0.203345016,0.012060061
1557695444,160,26.41343498,5.264336586,0.267370403,0.012074496
1557695497,161,26.81764412,5.413261414,0.270592302,0.011877509
1557695550,162,23.72457886,5.256777287,0.226458386,0.012242126
1557695602,163,24.34620094,5.417881966,0.22491549,0.01216419
1557695655,164,26.43170929,5.322350502,0.261876285,0.01186353
1557695708,165,26.07774925,5.267450809,0.250057399,0.012094181
1557695761,166,23.58440018,5.415945053,0.213390768,0.012491477
1557695815,167,26.18714714,5.327667713,0.251668721,0.012140747
1557695867,168,27.82965279,5.284360886,0.28485015,0.011626783
1557695920,169,23.15366745,5.212312698,0.224250689,0.01146618
1557695973,170,22.51168823,5.317877293,0.207292721,0.012117363
1557696026,171,22.02593613,5.211546898,0.191938698,0.011857019
1557696079,172,22.05657005,5.397405148,0.191109613,0.012667757
1557696131,173,26.76754951,5.337668419,0.269897759,0.012033785
1557696184,174,26.18079758,5.328258038,0.265242904,0.012298821
1557696237,175,23.98981667,5.384989738,0.218341202,0.012404916
1557696289,176,25.26536751,5.230808258,0.246256605,0.011608144
1557696344,177,24.2724514,5.136171818,0.229387462,0.011645081
1557696398,178,25.88300514,5.053686142,0.253439665,0.010868516
1557696452,179,27.66508675,5.547632694,0.286871076,0.013860267
1557696506,180,26.9684906,4.473736286,0.274082541,0.008634709
1557696558,181,27.88895226,4.156637669,0.289213479,0.007263957
1557696610,182,26.43791771,3.998106956,0.265444577,0.006626509
1557696664,183,25.13025093,3.768121481,0.242242292,0.005838277
1557696718,184,26.82066154,3.630907536,0.269776672,0.005429247
1557696772,185,27.8103447,3.56880641,0.28949821,0.005193503
1557696824,186,28.68246269,3.443606138,0.302432358,0.004845466
1557696876,187,26.57547951,3.335273504,0.266740948,0.004618744
1557696928,188,27.31066322,3.225343704,0.278675258,0.004390718
1557696982,189,25.50093842,3.243930817,0.248456523,0.004443847
1557697035,190,29.64061165,3.176698446,0.326963007,0.004213372
1557697088,191,27.36218452,3.108026505,0.278084904,0.004179377
1557697140,192,26.13384438,3.143821239,0.261674315,0.004174191
1557697193,193,25.95180702,3.05288291,0.252745897,0.003887494
1557697247,194,26.25695992,3.010358572,0.263278067,0.003809049
1557697300,195,26.65646172,2.954119205,0.27167502,0.003675045
1557697354,196,25.13405037,3.018930674,0.240225628,0.003727336
1557697408,197,25.89147568,2.928583145,0.255563259,0.003561985
1557697461,198,26.81869316,2.945274115,0.274106145,0.003600307
1557697514,199,25.86365891,2.919102907,0.258806914,0.003509913
1557697568,200,27.13574028,2.828337193,0.277994245,0.003282782
1557697621,201,26.93627167,2.784860134,0.278412461,0.003212075
1557697674,202,26.88818359,2.805031776,0.276840448,0.003225431
1557697728,203,26.91633797,2.735996008,0.274944663,0.003160418
1557697780,204,25.3402462,2.7178092,0.248364553,0.003070642
1557697834,205,24.96782875,2.705953121,0.243344277,0.003111735
1557697887,206,26.24378967,2.775449514,0.266452342,0.003243492
1557697928,207,27.59423447,2.767231464,0.285756022,0.003233834
1557697962,208,26.43730927,2.700635672,0.268374085,0.003045953
1557697996,209,25.35230637,2.697916985,0.247489572,0.003071539
1557698029,210,25.68150902,2.645628691,0.255834818,0.003004672
1557698063,211,27.63276482,2.615364313,0.291792423,0.002909412
1557698097,212,26.43084908,2.590630531,0.267478853,0.002902764
1557698130,213,25.83770561,2.644393682,0.2542485,0.002921563
1557698164,214,26.08244514,2.571286917,0.261575818,0.002845732
1557698198,215,25.49973679,2.579703808,0.253113508,0.002844518
1557698232,216,24.90480614,2.554348469,0.239758864,0.002705009
1557698265,217,25.28038979,2.523072958,0.247502699,0.002686064
1557698299,218,26.95251465,2.547074318,0.277782112,0.002706344
1557698332,219,25.33968544,2.571552038,0.245850891,0.002825708
1557698365,220,25.5275898,2.474149942,0.254874468,0.002649939
1557698400,221,26.71796989,2.480732918,0.272100478,0.002638359
1557698434,222,24.13966942,2.50245738,0.227576375,0.002644434
1557698468,223,26.46516609,2.501808405,0.266167253,0.002665379
1557698502,224,25.86064339,2.475670338,0.256792277,0.00257581
1557698536,225,25.23773384,2.438187599,0.247052625,0.002546153
1557698570,226,26.10204124,2.493026733,0.258538395,0.002650741
1557698603,227,23.70785904,2.389859438,0.21853964,0.002398699
1557698636,228,25.55879974,2.465612411,0.254280686,0.002600291
1557698670,229,27.57550621,2.357168674,0.287287891,0.002347244
1557698703,230,25.65499306,2.431406498,0.256093681,0.002492731
1557698737,231,25.84944344,2.418669462,0.256011397,0.002505244
1557698770,232,26.01770592,2.329181433,0.261746645,0.002317965
1557698803,233,25.71075058,2.323031187,0.255239785,0.002232142
1557698836,234,27.60608292,2.290339708,0.292792439,0.002252568
1557698870,235,27.71600914,2.333007336,0.293187559,0.00234677
1557698903,236,27.02778244,2.368486404,0.27564016,0.002360339
1557698937,237,26.97756004,2.302133322,0.278139174,0.002347698
1557698971,238,23.98172951,2.260837793,0.224312186,0.002174893
1557699005,239,26.12388611,2.303277493,0.264147043,0.002254908
1557699038,240,25.03004646,2.257680893,0.242440253,0.002184593
1557699071,241,24.27042389,2.249846697,0.229221538,0.002144031
1557699105,242,26.94386673,2.308012724,0.273808688,0.00225982
1557699138,243,25.05775452,2.261416197,0.242137447,0.002167348
1557699171,244,27.54999352,2.22915554,0.288654774,0.002074232
1557699205,245,28.98303604,2.206511736,0.317958117,0.002076017
1557699239,246,25.8906498,2.19989109,0.258257329,0.002110162
1557699272,247,28.79326057,2.262372494,0.312135577,0.002160161
1557699306,248,25.63483238,2.266139269,0.254644871,0.002183992
1557699339,249,28.4151001,2.171927691,0.307654023,0.002045431
1557699373,250,26.82123756,2.163106203,0.278095812,0.001952937
1557699407,251,27.46946526,2.201043129,0.28892234,0.00207141
1557699441,252,27.03797722,2.179326773,0.28352654,0.002037385
1557699474,253,25.70816994,2.220399618,0.257348627,0.002106563
1557699508,254,25.98535538,2.158690453,0.257398367,0.002012589
1557699541,255,25.57636833,2.187788248,0.253507793,0.002071689
1557699575,256,27.5707798,2.205024958,0.285832405,0.002051246
1557699608,257,26.34067917,2.211288452,0.272964746,0.002088668
1557699642,258,25.66202354,2.070899248,0.255790412,0.001862013
1557699675,259,27.40766144,2.208773375,0.287985057,0.002021125
1557699708,260,25.74126816,2.036657572,0.25945127,0.001830853
1557699742,261,25.76457787,2.080486059,0.252651453,0.001869244
1557699775,262,28.26380157,2.093932629,0.302681893,0.001856277
1557699808,263,25.35246849,2.111765862,0.249950334,0.001898858
1557699842,264,26.82546997,2.087666273,0.277804255,0.00189065
1557699876,265,25.17232895,2.090697289,0.243348703,0.00184625
1557699910,266,25.9592514,2.038937569,0.262341917,0.001784323
1557699944,267,27.87854195,2.081567526,0.295561075,0.001835216
1557699978,268,26.93017578,2.04750824,0.283091962,0.001758582
1557700011,269,25.41691399,2.118750572,0.247737542,0.001910058
1557700045,270,26.52559853,2.056461811,0.265247494,0.00178521
1557700078,271,27.85066795,1.900753617,0.296428323,0.001532592
1557700112,272,26.74244499,1.922593117,0.274208844,0.001593583
1557700146,273,26.00567818,1.945996404,0.261847377,0.001611215
1557700179,274,26.4581337,1.911007524,0.269889921,0.001600523
1557700213,275,26.38546562,1.895944118,0.26846987,0.00155698
1557700247,276,26.95572853,1.88952291,0.277330816,0.001562535
1557700280,277,27.44366646,1.886604786,0.283167273,0.001511296
1557700314,278,26.215662,1.89184165,0.267714798,0.001536528
1557700348,279,27.74574661,1.865436435,0.290918022,0.001471902
1557700382,280,26.13989639,1.847550869,0.260290027,0.001511298
1557700415,281,26.47566605,1.893464208,0.266590983,0.001528706
1557700449,282,25.13664055,1.842945576,0.244740337,0.001491207
1557700482,283,25.09922028,1.875587106,0.241706878,0.001541435
1557700517,284,28.23570251,1.868081212,0.305042595,0.001505691
1557700550,285,25.51795006,1.820970654,0.248579219,0.001415285
1557700583,286,27.45691109,1.829663277,0.28711018,0.001451703
1557700618,287,26.33020782,1.844512224,0.265234619,0.001469826
1557700652,288,27.584795,1.852194667,0.294207722,0.001445135
1557700686,289,26.57977295,1.839153051,0.270626754,0.001465071
1557700719,290,24.25359917,1.853783369,0.229747355,0.001465954
1557700753,291,27.28623772,1.827008605,0.285148472,0.001488585
1557700786,292,26.28135109,1.823362947,0.263640463,0.001465074
1557700820,293,26.78411293,1.790997148,0.276296228,0.001414454
1557700854,294,25.96610451,1.861636162,0.259627849,0.001519762
1557700888,295,26.79158401,1.848160982,0.274523139,0.001475765
1557700922,296,26.13613892,1.857854009,0.264196485,0.00151414
1557700956,297,26.17222595,1.842238545,0.261867732,0.001464598
1557700990,298,26.75871468,1.783034682,0.280680776,0.001424524
1557701024,299,25.32586861,1.81622839,0.245675817,0.001412642
1557701058,300,26.24307442,1.786707044,0.263819546,0.001368488
1557701091,301,28.6331501,1.87159884,0.310756683,0.001600275
1557701125,302,26.23806,1.850065708,0.266283184,0.001522932
1557701158,303,25.97940445,1.7642138,0.257889271,0.001354986
1557701192,304,26.33516312,1.826789021,0.265343279,0.001473345
1557701226,305,26.72205162,1.81860733,0.271983504,0.001484428
1557701260,306,25.92658806,1.834353685,0.2591362,0.001485167
1557701294,307,26.02832985,1.786810398,0.262891918,0.001398411
1557701327,308,25.08829117,1.768267632,0.245072186,0.001369337
1557701361,309,28.1305294,1.821525097,0.301707,0.001497851
1557701394,310,28.76825905,1.844177842,0.313292086,0.001471829
1557701428,311,26.83677292,1.802830338,0.277156413,0.001372599
1557701462,312,25.09189796,1.781679153,0.247195572,0.001382875
1557701496,313,27.49125671,1.796496749,0.284396708,0.001416026
1557701529,314,25.93171692,1.802702665,0.260361016,0.001436964
1557701562,315,27.99013138,1.782363892,0.300382257,0.00138245
1557701596,316,27.02726364,1.803947449,0.27790761,0.001475725
1557701629,317,25.44211388,1.814981461,0.250606984,0.001444154
1557701663,318,25.13826752,1.764286995,0.249017075,0.001372309
1557701697,319,25.53980827,1.796239376,0.250117779,0.00144315
1557701731,320,28.31986046,1.795910835,0.305282503,0.001394102
1557701764,321,24.85360527,1.727673531,0.242397264,0.001348005
1557701798,322,25.33086395,1.793433547,0.251014531,0.001434809
1557701831,323,27.02042007,1.792915463,0.278820992,0.001425972
1557701865,324,24.85552979,1.796132207,0.243642583,0.001409558
1557701899,325,25.47585869,1.742899179,0.249811694,0.001330577
1557701933,326,24.35195732,1.800801396,0.230672494,0.001413403
1557701966,327,24.34445,1.788330436,0.233736575,0.001408457
1557702000,328,26.74664879,1.807863712,0.277961999,0.001411088
1557702034,329,28.14557838,1.802371502,0.302167296,0.001418233
1557702068,330,27.6885891,1.805964708,0.295229822,0.001445499
1557702103,331,26.39374733,1.797314525,0.270313442,0.0014167
1557702137,332,26.50313377,1.798278809,0.270713568,0.001396922
1557702171,333,26.00524902,1.784920812,0.266051352,0.001377519
1557702204,334,26.4309845,1.792811155,0.267778307,0.001401039
1557702237,335,26.69164467,1.758391261,0.27464202,0.001352376
1557702270,336,26.44554138,1.78340292,0.270349413,0.001379302
1557702305,337,26.36369324,1.764597774,0.271027386,0.001361162
1557702338,338,27.32724762,1.80741775,0.282585919,0.001416536
1557702372,339,25.26221085,1.791713834,0.248644873,0.001391212
1557702405,340,24.93783379,1.803175569,0.242647856,0.001458692
1557702439,341,27.83143044,1.751262307,0.298942178,0.001354678
1557702473,342,27.3842907,1.762742877,0.288225561,0.001347909
1557702506,343,26.75579834,1.812492728,0.276608825,0.001449738
1557702540,344,25.79603195,1.776499987,0.25632,0.001379961
1557702573,345,25.74800682,1.786118388,0.256991208,0.001373758
1557702606,346,23.97800064,1.774546623,0.226688579,0.00138138
1557702640,347,25.47876167,1.738343954,0.254601151,0.001330501
1557702673,348,27.11520767,1.815883279,0.279147655,0.001448399
1557702707,349,27.33426666,1.773122907,0.283360034,0.00137393
1557702741,350,26.5655117,1.772397518,0.274240851,0.00138053
1557702774,351,26.35098648,1.781763911,0.267715096,0.001422772
1557702808,352,26.85880661,1.741311193,0.277987003,0.001313801
1557702842,353,25.33707809,1.778372765,0.250599176,0.001368911
1557702876,354,26.09856606,1.789302945,0.261006117,0.001445966
1557702909,355,26.92150307,1.802405,0.280317128,0.001400769
1557702943,356,24.84417152,1.733286619,0.237595096,0.001323635
1557702976,357,26.3576622,1.786617041,0.26633203,0.00142232
1557703010,358,26.70011139,1.816328526,0.275963604,0.001427296
1557703043,359,25.14930725,1.707148433,0.248446122,0.001260368
1557703077,360,26.84236717,1.775718927,0.279090554,0.001421259
1557703111,361,25.79646873,1.750215411,0.259361148,0.001361573
1557703144,362,24.55802917,1.746738791,0.233596757,0.001357016
1557703178,363,26.74514389,1.73599267,0.27260986,0.001295871
1557703212,364,26.32190895,1.763347387,0.272018015,0.00137609
1557703246,365,26.12659264,1.778009415,0.266033232,0.001355369
1557703279,366,27.174757,1.771340013,0.285859525,0.001388363
1557703313,367,26.83480072,1.750973701,0.275918305,0.00132252
1557703346,368,25.95106506,1.779860616,0.260677725,0.001386464
1557703380,369,27.3162632,1.808694243,0.28668496,0.001439085
1557703414,370,27.2850914,1.750167727,0.289263815,0.001375542
1557703448,371,25.51413727,1.71929872,0.25387162,0.001252048
1557703481,372,27.66254616,1.764531612,0.2938824,0.001372429
1557703515,373,25.40963173,1.757596374,0.25390476,0.001384149
1557703549,374,25.38480759,1.723659158,0.251735061,0.001282607
1557703583,375,28.27678108,1.755632758,0.306254774,0.00133942
1557703616,376,26.82873154,1.771057725,0.275708377,0.001378583
1557703649,377,29.18619728,1.771787047,0.324010789,0.001337121
1557703683,378,26.31321716,1.747036219,0.266843826,0.001336214
1557703716,379,28.3204689,1.777824879,0.307343662,0.001352965
1557703750,380,25.59214592,1.703553677,0.2546857,0.001304372
1557703783,381,28.95710182,1.75198853,0.308785111,0.001365837
1557703817,382,27.10723686,1.74042654,0.279727697,0.001337567
1557703851,383,29.99825096,1.741920829,0.339281559,0.00134641
1557703885,384,26.03196335,1.779269099,0.264234543,0.001454099
1557703918,385,27.47909927,1.751799226,0.287778467,0.001351522
1557703951,386,25.90095329,1.733767748,0.261304706,0.001341882
1557703985,387,26.21077538,1.775567293,0.263466924,0.001455105
1557704019,388,25.62310219,1.770666957,0.256918132,0.001369822
1557704052,389,27.54212189,1.733366489,0.289997071,0.001327513
1557704087,390,26.94216537,1.806894779,0.277287751,0.001382476
1557704121,391,25.71711731,1.72216785,0.256740719,0.001288636
1557704155,392,26.42347908,1.752401114,0.268991888,0.001301406
1557704189,393,25.48883247,1.680175781,0.252148062,0.001248717
1557704223,394,27.24205589,1.727999687,0.280691326,0.001330894
1557704257,395,27.46635628,1.72736299,0.289799094,0.00136724
1557704290,396,25.16303062,1.74999094,0.244605556,0.001387445
1557704324,397,25.41756058,1.744161367,0.251115292,0.001353238
1557704357,398,25.62720299,1.810539246,0.25326544,0.001421003
1557704391,399,26.70500755,1.721896172,0.277112365,0.00129788
1557704424,400,24.68043327,1.757385135,0.237306252,0.001348216
1557704457,401,25.94618034,1.708012223,0.259604096,0.001242716
1557704491,402,25.94265366,1.747794747,0.25859791,0.001383782
1557704524,403,25.741436,1.7123276,0.258941501,0.00128102
1557704557,404,25.6958313,1.737992764,0.259284556,0.001338645
1557704591,405,27.2052269,1.763131142,0.284781605,0.001329842
1557704625,406,26.28237534,1.757360816,0.267041862,0.001373849
1557704658,407,25.40557861,1.772170782,0.249117643,0.001383714
1557704691,408,25.00590134,1.72145164,0.243383512,0.001291696
1557704725,409,25.28575134,1.786380529,0.249793857,0.00138288
1557704759,410,26.98625755,1.772697687,0.277317017,0.001368823
1557704793,411,26.42744255,1.81491971,0.273522496,0.001464793
1557704826,412,25.45556068,1.765743375,0.252318054,0.001370881
1557704860,413,26.77963257,1.730942726,0.277544677,0.001331686
1557704895,414,26.39670181,1.766550899,0.269742131,0.001406402
1557704929,415,27.09271431,1.770121932,0.283750623,0.001376946
1557704963,416,27.70187759,1.733409405,0.293196708,0.001344591
1557704997,417,24.37531853,1.733801961,0.232973188,0.001323269
1557705031,418,25.88547325,1.750157118,0.26077354,0.001335208
1557705064,419,25.91308975,1.781037092,0.259067446,0.00139356
1557705098,420,26.69063568,1.777346969,0.273691684,0.001407015
1557705131,421,27.56861877,1.76415658,0.290150762,0.001339627
1557705165,422,26.60941696,1.795119166,0.270881951,0.001414315
1557705198,423,27.56479454,1.764924049,0.290957123,0.001344755
1557705231,424,26.25624084,1.768698215,0.264977425,0.001393111
1557705265,425,28.20634842,1.776677251,0.305805653,0.001358611
1557705298,426,25.59223366,1.758460879,0.251836926,0.00135955
1557705331,427,26.9412632,1.764273167,0.277093858,0.001348106
1557705365,428,26.88735008,1.728865981,0.279741019,0.001294926
1557705399,429,27.45804977,1.809082866,0.291068465,0.001455083
1557705432,430,26.50465965,1.740751505,0.271096647,0.001337863
1557705466,431,28.25374985,1.78407836,0.303898871,0.001400888
1557705500,432,26.30727005,1.752379417,0.268203884,0.001353904
1557705533,433,26.79486084,1.799445868,0.278039634,0.001396086
1557705566,434,26.66379738,1.787879467,0.271862298,0.001424849
1557705600,435,26.04302216,1.758556843,0.26240623,0.001321598
1557705633,436,26.51700211,1.737152338,0.275396049,0.001334842
1557705667,437,25.28138924,1.710812449,0.251001418,0.001311636
1557705702,438,26.92660332,1.744669318,0.281490088,0.001344142
1557705735,439,26.15509224,1.743180633,0.266247451,0.001344335
1557705768,440,25.53081322,1.725615144,0.252023309,0.001295652
1557705802,441,26.77314186,1.778446913,0.272872269,0.0014066
1557705835,442,26.00990105,1.733556986,0.261927396,0.001313593
1557705869,443,26.58431244,1.753197074,0.276111066,0.001372408
1557705903,444,27.52157402,1.731366158,0.291735411,0.001325389
1557705936,445,25.86206627,1.714549422,0.258891076,0.001310991
1557705970,446,26.01486206,1.77452445,0.263965905,0.001410912
1557706003,447,26.98342514,1.749839306,0.276933879,0.001347656
1557706037,448,26.44765854,1.801025987,0.276080847,0.001441554
1557706071,449,26.65109062,1.721313953,0.273344874,0.001319031
1557706104,450,26.66248131,1.772538304,0.273897469,0.001360975
